"path","sha256","provenance_status","evidence","upstream_sha256","observed_changes"
"src-tauri/icons/Square44x44Logo.png","10be9840e58fb018eb9029601d42008e16c0c9cfa66b8f9467fee94f600160d4","PENDIENTE identificacion individual; no atribuido automaticamente a Google ni al usuario","Declaracion humana confirma mezcla de iconos Google, modificaciones y originales; sin cotejo concluyente para este archivo","",""
"src-tauri/icons/Square71x71Logo.png","2937fc83324cd9a1fddcfefd5927c791af31996a6840bfb3e2f1d578ad4129de","PENDIENTE identificacion individual; no atribuido automaticamente a Google ni al usuario","Declaracion humana confirma mezcla de iconos Google, modificaciones y originales; sin cotejo concluyente para este archivo","",""
"src-tauri/icons/Square89x89Logo.png","12aed0e7ee06cb631427dc9da72c0c7ecf03857fbc4884d0c31f78314feb6c7f","PENDIENTE identificacion individual; no atribuido automaticamente a Google ni al usuario","Declaracion humana confirma mezcla de iconos Google, modificaciones y originales; sin cotejo concluyente para este archivo","",""
"src-tauri/icons/StoreLogo.png","91a54024dd47230991546088f2e75d3e3199b3ccc9fe40f3f6b7d3bf1cbf7776","PENDIENTE identificacion individual; no atribuido automaticamente a Google ni al usuario","Declaracion humana confirma mezcla de iconos Google, modificaciones y originales; sin cotejo concluyente para este archivo","",""
"src-tauri/icons/icon.icns","3dc10493b7de48a61de58f768f8a5708d3a44a068c148cedf0502b9b9b71ba5d","PENDIENTE identificacion individual; no atribuido automaticamente a Google ni al usuario","Declaracion humana confirma mezcla de iconos Google, modificaciones y originales; sin cotejo concluyente para este archivo","",""
"src-tauri/icons/icon.ico","392206b573a809997f3ff16fe68f456a52e931c372107eade9572b329bbe3321","PENDIENTE identificacion individual; no atribuido automaticamente a Google ni al usuario","Declaracion humana confirma mezcla de iconos Google, modificaciones y originales; sin cotejo concluyente para este archivo","",""
"src-tauri/icons/icon.png","273cd669e07c455ad1c7c095890a37984652157cee73128a867300067dfb80e7","PENDIENTE identificacion individual; no atribuido automaticamente a Google ni al usuario","Declaracion humana confirma mezcla de iconos Google, modificaciones y originales; sin cotejo concluyente para este archivo","",""
"src/assets/third-party/google-material/icons/Evaluation.svg","dfed2167c8de9e7fb34721aa10a859ac68b8b7ebb0377d7dc2b3698a55350fd4","Google Material Symbols / Material Icons importado de Google; Apache-2.0; procedencia clasificada por carpeta; correspondencia individual no verificada","Carpeta third-party/google-material; licencia Apache-2.0 y procedencia de familia documentadas","",""
"src/assets/original/HIS/HIS.ai","a3a51545a6bffd3bed70151e300a8ce8a5aebed241718bcebf1870c261de81c6","Creacion propia confirmada por declaracion humana de Matias Escobedo para el conjunto HIS","Declaracion humana V0.1 con exclusion de recursos terceros; no se presume licencia para material incorporado","",""
"src/assets/original/HIS/HIS.svg","37a3f4bbf1fffa3e3589b493510a8041718d0cd18e772d4b8564861be8a8b024","Creacion propia confirmada por declaracion humana de Matias Escobedo para el conjunto HIS","Declaracion humana V0.1 con exclusion de recursos terceros; no se presume licencia para material incorporado","",""
"src/assets/original/HIS/HIS128px.png","56bc8610ed069da2ca96f89a98dbf3535aef074c33232935aa2ce70424359871","Creacion propia confirmada por declaracion humana de Matias Escobedo para el conjunto HIS","Declaracion humana V0.1 con exclusion de recursos terceros; no se presume licencia para material incorporado","",""
"src/assets/original/HIS/HIS16px.png","e20f9eee13d0d5e8e4569e85c1ed79602dac02aa66d5e3010b0e42b8d02f34f1","Creacion propia confirmada por declaracion humana de Matias Escobedo para el conjunto HIS","Declaracion humana V0.1 con exclusion de recursos terceros; no se presume licencia para material incorporado","",""
"src/assets/original/HIS/HIS24px.png","f8f82adab1956d4caf6b31d8b2d395ed033ee3dfb0f776689dca41996d693008","Creacion propia confirmada por declaracion humana de Matias Escobedo para el conjunto HIS","Declaracion humana V0.1 con exclusion de recursos terceros; no se presume licencia para material incorporado","",""
"src/assets/original/HIS/HIS256px.png","bdcb58ca61f52a58c4bb0e4865ac998a8484584bc4aa69251eed646986313f4e","Creacion propia confirmada por declaracion humana de Matias Escobedo para el conjunto HIS","Declaracion humana V0.1 con exclusion de recursos terceros; no se presume licencia para material incorporado","",""
"src/assets/original/HIS/HIS32px.png","551113c8a634245ba36a71bdd20cfe986bc9127b6ddb85c69ab31292953a3007","Creacion propia confirmada por declaracion humana de Matias Escobedo para el conjunto HIS","Declaracion humana V0.1 con exclusion de recursos terceros; no se presume licencia para material incorporado","",""
"src/assets/original/HIS/HIS48px.png","030d3ebd4b1ef3a9c5f705db033f835de5d9e3e02c3a5bedf287098519d26318","Creacion propia confirmada por declaracion humana de Matias Escobedo para el conjunto HIS","Declaracion humana V0.1 con exclusion de recursos terceros; no se presume licencia para material incorporado","",""
"src/assets/original/HIS/HIS64px.png","34f0193adb84d9e7663330680bfc627ac3eb3912ba34558c101b8aabc6235514","Creacion propia confirmada por declaracion humana de Matias Escobedo para el conjunto HIS","Declaracion humana V0.1 con exclusion de recursos terceros; no se presume licencia para material incorporado","",""
"src/assets/original/HIS/HIS72px.png","759a0c44ad3a09f0a679da2701282c907990b2fb174b49be43605415f3eb3bcc","Creacion propia confirmada por declaracion humana de Matias Escobedo para el conjunto HIS","Declaracion humana V0.1 con exclusion de recursos terceros; no se presume licencia para material incorporado","",""
"src/assets/original/HIS/HIS80px.png","759ac40e26941806d19d013a918070df5799be7054e19a321637b4f86fda7c4c","Creacion propia confirmada por declaracion humana de Matias Escobedo para el conjunto HIS","Declaracion humana V0.1 con exclusion de recursos terceros; no se presume licencia para material incorporado","",""
"src/assets/original/HIS/HIS96px.png","341575110d550bab6eec779ece0d67d4cd45377e0c3b27c5b0d62bf84dd29ce0","Creacion propia confirmada por declaracion humana de Matias Escobedo para el conjunto HIS","Declaracion humana V0.1 con exclusion de recursos terceros; no se presume licencia para material incorporado","",""
"src/assets/original/icons/HISFuture.ico","84c627ffc1a2dade67f68bd7ef33dfe23851c3449eba5d2d515585333ce99b2c","Creacion propia confirmada por declaracion humana de Matias Escobedo para el conjunto HISFuture","Declaracion humana V0.1 con exclusion de recursos terceros; no se presume licencia para material incorporado","",""
"src/assets/original/icons/HISFuture.svg","f8c2fa7d6addbe9c92902ed381ee5f9e0f83f65a62ba4c5681b8398186554996","Creacion propia confirmada por declaracion humana de Matias Escobedo para el conjunto HISFuture","Declaracion humana V0.1 con exclusion de recursos terceros; no se presume licencia para material incorporado","",""
"src/assets/original/HISFuture/HIS ICO128px.png","f11f600440d1f747a9a24f4cb13493ac06c5469cfb82c292f44cfeea312edcc5","Creacion propia confirmada por declaracion humana de Matias Escobedo para el conjunto HISFuture","Declaracion humana V0.1 con exclusion de recursos terceros; no se presume licencia para material incorporado","",""
"src/assets/original/HISFuture/HIS ICO16px.png","b174f156cf26eff695160d42a02a8c51cffe9108c9bf44a3e9e846ae3f4fcc13","Creacion propia confirmada por declaracion humana de Matias Escobedo para el conjunto HISFuture","Declaracion humana V0.1 con exclusion de recursos terceros; no se presume licencia para material incorporado","",""
"src/assets/original/HISFuture/HIS ICO24px.png","9977960e05470c0ff94360f4b912f61ed127b0528768e2e7783f199f3617a95d","Creacion propia confirmada por declaracion humana de Matias Escobedo para el conjunto HISFuture","Declaracion humana V0.1 con exclusion de recursos terceros; no se presume licencia para material incorporado","",""
"src/assets/original/HISFuture/HIS ICO256px.png","59febc749d2085d15ea03d41dd658d68b061eb6273be62c8266a87f47e05a8c1","Creacion propia confirmada por declaracion humana de Matias Escobedo para el conjunto HISFuture","Declaracion humana V0.1 con exclusion de recursos terceros; no se presume licencia para material incorporado","",""
"src/assets/original/HISFuture/HIS ICO32px.png","ac0414d62244b5038e01008554f5389ad0b9d28a29a73f5dfe805b6434cbe743","Creacion propia confirmada por declaracion humana de Matias Escobedo para el conjunto HISFuture","Declaracion humana V0.1 con exclusion de recursos terceros; no se presume licencia para material incorporado","",""
"src/assets/original/HISFuture/HIS ICO48px.png","10eb87bac9d456ff58eeabdc2bda32e36d998aca30d595fdbc4ae5ed9729f40b","Creacion propia confirmada por declaracion humana de Matias Escobedo para el conjunto HISFuture","Declaracion humana V0.1 con exclusion de recursos terceros; no se presume licencia para material incorporado","",""
"src/assets/original/HISFuture/HIS ICO64px.png","4fa515e759d18b524401c2067346d35093ba36c9979400086db2ada6756d2471","Creacion propia confirmada por declaracion humana de Matias Escobedo para el conjunto HISFuture","Declaracion humana V0.1 con exclusion de recursos terceros; no se presume licencia para material incorporado","",""
"src/assets/original/HISFuture/HIS ICO72px.png","09fdd3e48b54555a5d5a05ff7f5e44497a0d7077e15dfe8555f18dc29c169313","Creacion propia confirmada por declaracion humana de Matias Escobedo para el conjunto HISFuture","Declaracion humana V0.1 con exclusion de recursos terceros; no se presume licencia para material incorporado","",""
"src/assets/original/HISFuture/HIS ICO80px.png","5a38ccede249c00ba706b1d23042c9129267e387ebe234f310611fac265b7cc0","Creacion propia confirmada por declaracion humana de Matias Escobedo para el conjunto HISFuture","Declaracion humana V0.1 con exclusion de recursos terceros; no se presume licencia para material incorporado","",""
"src/assets/original/HISFuture/HIS ICO96px.png","8be2b7fb7dd348241b2cae86b90aa1fe80fe82a4128ed50509c4812c237a3050","Creacion propia confirmada por declaracion humana de Matias Escobedo para el conjunto HISFuture","Declaracion humana V0.1 con exclusion de recursos terceros; no se presume licencia para material incorporado","",""
"src/assets/original/icons/HISProject.ico","d2a7aa47ca8bfbd2b8db9f947f496191aeeac6641df86692bbd96888acca7528","Creacion propia declarada por el usuario en Legal V0.1; identidad confirmada: Matias Escobedo, persona natural","Declaracion humana; ambas copias tienen SHA-256 d2a7aa47ca8bfbd2b8db9f947f496191aeeac6641df86692bbd96888acca7528","",""
"src/assets/third-party/google-material/icons/add_link.svg","15b9508f0649cbfac425557ec53b6602b98bf0640b8c9dc2eb1f746c891b2b44","Google Material Symbols verificado por trazados; Apache-2.0","https://raw.githubusercontent.com/google/material-design-icons/0cbb08816df07faaae3dca060d4ebb10b66c214f/symbols/web/add_link/materialsymbolsoutlined/add_link_48px.svg","f7dfc3936dfabd80d3e4a21c66d6139f2f6e1b5c3bed8c150c5b808c7f2faeb5","height: 48 -> 48px; width: 48 -> 48px; fill: (ausente) -> #e3e3e3"
"src/assets/third-party/google-material/icons/add_video.svg","255784783a32061d43de242b7db46dbc0f0c1de549268e584c956c0fbe7f9691","Google Material Symbols verificado por trazados; Apache-2.0","https://raw.githubusercontent.com/google/material-design-icons/0cbb08816df07faaae3dca060d4ebb10b66c214f/symbols/web/video_call/materialsymbolsoutlined/video_call_48px.svg","bd7614efb526c7221aec7579f0806161eb89f0e0e60ef2e3d90a267d345e0cdf","height: 48 -> 48px; width: 48 -> 48px; fill: (ausente) -> #e3e3e3"
"src/assets/third-party/google-material/icons/arrow_close.svg","bb3e40a0db67d2746d89d43e2130aa30a80b17a66a69a52a8b5a2cdb8265d72f","Google Material Symbols / Material Icons importado de Google; Apache-2.0; procedencia clasificada por carpeta; correspondencia individual no verificada","Carpeta third-party/google-material; licencia Apache-2.0 y procedencia de familia documentadas","",""
"src/assets/third-party/google-material/icons/arrow_open.svg","3435060bc93cbd4a6df353fb70b0c3e176b7c89b9cf7bce8243b2c3bc1ab4ae4","Google Material Symbols / Material Icons importado de Google; Apache-2.0; procedencia clasificada por carpeta; correspondencia individual no verificada","Carpeta third-party/google-material; licencia Apache-2.0 y procedencia de familia documentadas","",""
"src/assets/third-party/google-material/icons/audio_capture.svg","5a57912348d0a036641622a41b20fb9b29b155bbbfe0d5d327855e5e03bdfb19","Google Material Symbols verificado por trazados; Apache-2.0","https://raw.githubusercontent.com/google/material-design-icons/0cbb08816df07faaae3dca060d4ebb10b66c214f/symbols/web/audio_capture/materialsymbolsoutlined/audio_capture_48px.svg","ee3ce8cd476774eb5ad82ecb055b58169f3db760262a233d24adf6d673a004e4","height: 48 -> 48px; width: 48 -> 48px; fill: (ausente) -> #e3e3e3"
"src/assets/third-party/google-material/icons/check_box.svg","e6048f1a7811a0968d4a533aa2297da664c3937c9987be65f709a0601b29afbc","Google Material Symbols verificado por trazados; Apache-2.0","https://raw.githubusercontent.com/google/material-design-icons/0cbb08816df07faaae3dca060d4ebb10b66c214f/symbols/web/check_box/materialsymbolsoutlined/check_box_48px.svg","42647a3e3e458c883de3369b670bea73e44f8902748c1cdf71b99064c84201e5","height: 48 -> 48px; width: 48 -> 48px; fill: (ausente) -> #e3e3e3"
"src/assets/third-party/google-material/icons/check_box_outline.svg","f6306861fa93c5557a4b38ef0e9e5cb5e80810adc78151b0686f47e9dd7521c6","Google Material Symbols verificado por trazados; Apache-2.0","https://raw.githubusercontent.com/google/material-design-icons/0cbb08816df07faaae3dca060d4ebb10b66c214f/symbols/web/check_box_outline_blank/materialsymbolsoutlined/check_box_outline_blank_48px.svg","45e1f6a6930b207c3e8f5fe6b189a8b721f1530a3275b53f4d9d81c96a4af00e","height: 48 -> 48px; width: 48 -> 48px; fill: (ausente) -> #e3e3e3"
"src/assets/third-party/google-material/icons/circle_add.svg","aa387e0f86844f69adb0c72cf06cb8a912769bf7ee1be11dba155b4e71e60676","Google Material Symbols verificado por trazados; Apache-2.0","https://raw.githubusercontent.com/google/material-design-icons/0cbb08816df07faaae3dca060d4ebb10b66c214f/symbols/web/add_circle/materialsymbolsoutlined/add_circle_48px.svg","a71ef3ba3a1f9b889baaa5a17454b811994d9d87920bf4ac196a62fbc7af4264","height: 48 -> 48px; width: 48 -> 48px; fill: (ausente) -> #e3e3e3"
"src/assets/third-party/google-material/icons/classes_video.svg","552ce8891f1daa28b012f4cbf3adc4cd45c1719b0c66af6d8e71a395475e4635","Google Material Symbols verificado por trazados; Apache-2.0","https://raw.githubusercontent.com/google/material-design-icons/0cbb08816df07faaae3dca060d4ebb10b66c214f/symbols/web/video_library/materialsymbolsoutlined/video_library_48px.svg","7f814c6a4451d2da0daf0fe5dc82a059d446987670bfc6cb2dccb19b9532c760","height: 48 -> 48px; width: 48 -> 48px; fill: (ausente) -> #e3e3e3"
"src/assets/third-party/google-material/icons/classroom.svg","8ea3c3f17c08ec00d65bfd6908befd7a1522838725018856f100dac6b720a1e4","Google Material Symbols verificado por trazados; Apache-2.0","https://raw.githubusercontent.com/google/material-design-icons/0cbb08816df07faaae3dca060d4ebb10b66c214f/symbols/web/cast_for_education/materialsymbolsoutlined/cast_for_education_48px.svg","9d136e3e874f937ebe4085963011ef26c600c6c48f2b713b6aa8d0a45e386e28","height: 48 -> 48px; width: 48 -> 48px; fill: (ausente) -> #e3e3e3"
"src/assets/third-party/google-material/icons/content.svg","caece51254003e1a8d26c935ffaa302eff361dfa2717449633da97a0dc4480e2","Google Material Symbols / Material Icons importado de Google; Apache-2.0; procedencia clasificada por carpeta; correspondencia individual no verificada","Carpeta third-party/google-material; licencia Apache-2.0 y procedencia de familia documentadas","",""
"src/assets/third-party/google-material/icons/create_folder_node.svg","141aecb18da96d0d7082191c6855b4b509ae9416112f401fcf539a7f4e9ce2ac","Google Material Symbols verificado por trazados; Apache-2.0","https://raw.githubusercontent.com/google/material-design-icons/0cbb08816df07faaae3dca060d4ebb10b66c214f/symbols/web/create_new_folder/materialsymbolsoutlined/create_new_folder_48px.svg","8c958d04b5dd79685556f45d18706f558b4443caba299282f30932be47b71a3c","height: 48 -> 48px; width: 48 -> 48px; fill: (ausente) -> #e3e3e3"
"src/assets/third-party/google-material/icons/create_image_node.svg","a579416f8628a1b67886dfad1a4d6347f9fb3c00e393b910f5a598413c3e6960","Google Material Symbols / Material Icons importado de Google; Apache-2.0; procedencia clasificada por carpeta; correspondencia individual no verificada","Carpeta third-party/google-material; licencia Apache-2.0 y procedencia de familia documentadas","",""
"src/assets/third-party/google-material/icons/delete.svg","1e729ecbb4c23830f2ea9981083800c6b10f2b0c7680faccaee386a3b91b526c","Google Material Symbols verificado por trazados; Apache-2.0","https://raw.githubusercontent.com/google/material-design-icons/0cbb08816df07faaae3dca060d4ebb10b66c214f/symbols/web/delete/materialsymbolsoutlined/delete_48px.svg","b1d2e5107cc3ff59a26f970b0acf7dd0881f7862fece228b5992e08c714ee29a","height: 48 -> 48px; width: 48 -> 48px; fill: (ausente) -> #e3e3e3"
"src/assets/third-party/google-material/icons/delivered.svg","805a203abdfbf024ef91b7ac6654f0185b70da60d3a95a57d345123be421d61c","Google Material Symbols / Material Icons importado de Google; Apache-2.0; procedencia clasificada por carpeta; correspondencia individual no verificada","Carpeta third-party/google-material; licencia Apache-2.0 y procedencia de familia documentadas","",""
"src/assets/third-party/google-material/icons/deployed_code_history.svg","20b61006009114ba406a7abd841ab9a4d66b57cfb04bb81ebe4a67c0a93538d1","Google Material Symbols / Material Icons importado de Google; Apache-2.0; procedencia clasificada por carpeta; correspondencia individual no verificada","Carpeta third-party/google-material; licencia Apache-2.0 y procedencia de familia documentadas","",""
"src/assets/third-party/google-material/icons/download.svg","cbf52fbe3fba21302e626a9df76d6f63c9d800524312ea9b5afe33f27e7eae5d","Google Material Symbols verificado por trazados; Apache-2.0","https://raw.githubusercontent.com/google/material-design-icons/0cbb08816df07faaae3dca060d4ebb10b66c214f/symbols/web/download/materialsymbolsoutlined/download_48px.svg","de6108e79e5c20f2b2e757b19b08a131b9ec3f7453a8225e376f9b4061688a65","height: 48 -> 48px; width: 48 -> 48px; fill: (ausente) -> #e3e3e3"
"src/assets/third-party/google-material/icons/draft.svg","08857eecfd2ea6a2fc861fef58826966bc25f79153d2abf976dbb5cf48d31eca","Google Material Symbols verificado por trazados; Apache-2.0","https://raw.githubusercontent.com/google/material-design-icons/0cbb08816df07faaae3dca060d4ebb10b66c214f/symbols/web/draft/materialsymbolsoutlined/draft_48px.svg","909eb124f6e781b641249b27e1772a1d64ccf921656b98a8b5837383e1ff6c1e","height: 48 -> 48px; width: 48 -> 48px; fill: (ausente) -> #e3e3e3"
"src/assets/third-party/google-material/icons/exit.svg","5e1a3145b357a483b82bdd92d2acd5775a8a1270ddee3db3dd4dcc523208d3fc","Google Material Symbols / Material Icons importado de Google; Apache-2.0; procedencia clasificada por carpeta; correspondencia individual no verificada","Carpeta third-party/google-material; licencia Apache-2.0 y procedencia de familia documentadas","",""
"src/assets/third-party/google-material/icons/expired.svg","3a7d3e11fd66235334b7b863427dcdc63ecc2d9ce14cf41c255191c5fb583f1d","Google Material Symbols / Material Icons importado de Google; Apache-2.0; procedencia clasificada por carpeta; correspondencia individual no verificada","Carpeta third-party/google-material; licencia Apache-2.0 y procedencia de familia documentadas","",""
"src/assets/third-party/google-material/icons/extension.svg","318f361c976ab22ab2f4eac8cebee00ebf2e02d4613f100c7bab89dff44ddf01","Google Material Symbols / Material Icons importado de Google; Apache-2.0; procedencia clasificada por carpeta; correspondencia individual no verificada","Carpeta third-party/google-material; licencia Apache-2.0 y procedencia de familia documentadas","",""
"src/assets/third-party/google-material/icons/folder_active.svg","2f98aaf865d8af6e93d24e7fb0b3352ab486ab755722aefd6eaa28608b444589","Google Material Symbols verificado por trazados; Apache-2.0","https://raw.githubusercontent.com/google/material-design-icons/0cbb08816df07faaae3dca060d4ebb10b66c214f/symbols/web/folder_open/materialsymbolsoutlined/folder_open_48px.svg","babe3bda28aa627c26b42b591d71cb96ccd92288c6012f5240312b98286bdce9","height: 48 -> 48px; width: 48 -> 48px; fill: (ausente) -> #e3e3e3"
"src/assets/third-party/google-material/icons/folder_inactive.svg","75f293d42c773ade9a701f1995098eb580b3dcfd2ea31279094867caa28bafa5","Google Material Symbols verificado por trazados; Apache-2.0","https://raw.githubusercontent.com/google/material-design-icons/0cbb08816df07faaae3dca060d4ebb10b66c214f/symbols/web/folder/materialsymbolsoutlined/folder_48px.svg","3270fd53855a57b13196d96a83cacdd3e8878ee2631626d447ed0d294393fe64","height: 48 -> 48px; width: 48 -> 48px; fill: (ausente) -> #e3e3e3"
"src/assets/third-party/google-material/icons/general.svg","2b826f2171b39bacd25ef2d41da2a15a76ad88d17ec3329302ccdc2f5aca1ffc","Google Material Symbols verificado por trazados; Apache-2.0","https://raw.githubusercontent.com/google/material-design-icons/0cbb08816df07faaae3dca060d4ebb10b66c214f/symbols/web/build/materialsymbolsoutlined/build_48px.svg","ec1061fe1b804c782c3e6805c1f7c0c5ae6bf813ed34e9d58ef3ad5a645f2e21","height: 48 -> 48px; width: 48 -> 48px; fill: (ausente) -> #e3e3e3"
"src/assets/third-party/google-material/icons/link_1.svg","8cb2202f20f2f985d933b8e8bc9b0f11c1f4a6f4354a07b2dd321075022e8f32","Google Material Symbols verificado por trazados; Apache-2.0","https://raw.githubusercontent.com/google/material-design-icons/0cbb08816df07faaae3dca060d4ebb10b66c214f/symbols/web/link/materialsymbolsoutlined/link_48px.svg","f7c33ae1a980eeab9f7865946407e3fdefaa4d830ceb74d68ce486ab98650b66","height: 48 -> 48px; width: 48 -> 48px; fill: (ausente) -> #e3e3e3"
"src/assets/third-party/google-material/icons/link_2.svg","ed05cbe2c557f6357371a039bfa143230402ead26eb512111995c50d3c015c54","Google Material Symbols verificado por trazados; Apache-2.0","https://raw.githubusercontent.com/google/material-design-icons/0cbb08816df07faaae3dca060d4ebb10b66c214f/symbols/web/link_2/materialsymbolsoutlined/link_2_48px.svg","928f40cc0f94246b7aeb80b87718f2daee8664caeccb3bd669068422d68ddc1d","height: 48 -> 48px; width: 48 -> 48px; fill: (ausente) -> #e3e3e3"
"src/assets/modified/google-material/icons/lore_active.svg","afc05e498709e17687354e78957bb7e1c9ac096372d61fd95c05215a83734a4b","Google Material Symbols / Material Icons; Apache-2.0; procedencia humana confirmada; modificacion visual por Matias Escobedo; glyph/version/revision upstream exacto no verificado","Aviso XML de procedencia y modificacion; se conserva la apariencia","",""
"src/assets/third-party/google-material/icons/lore_inactive.svg","3fc68de18054e0993c7e03a1487d63d5dfdd6f330e22ae04ad0bec35b19248ef","Google Material Symbols verificado por trazados; Apache-2.0","https://raw.githubusercontent.com/google/material-design-icons/0cbb08816df07faaae3dca060d4ebb10b66c214f/symbols/web/schema/materialsymbolsoutlined/schema_48px.svg","d3354196575854632db54ce4844ff63351fe96b736a6ef62bed2e229c42be7cc","height: 48 -> 48px; width: 48 -> 48px; fill: (ausente) -> #e3e3e3"
"src/assets/third-party/google-material/icons/material.svg","0f9a86c8cf8250638fac629b849808ef803909d701c246414cbe81694e642077","Google Material Symbols verificado por trazados; Apache-2.0","https://raw.githubusercontent.com/google/material-design-icons/0cbb08816df07faaae3dca060d4ebb10b66c214f/symbols/web/book/materialsymbolsoutlined/book_48px.svg","d9828cbe18ee9b4198b16284659cc09aaae3ebe16aed4ff4d92178e048c2d136","height: 48 -> 48px; width: 48 -> 48px; fill: (ausente) -> #e3e3e3"
"src/assets/third-party/google-material/icons/nodes/node_calendar.svg","05e5a27f425d91d6d77dcdb64fc7c4c6932270456cda26151f36379da902093a","Google Material Symbols / Material Icons importado de Google; Apache-2.0; procedencia clasificada por carpeta; correspondencia individual no verificada","Carpeta third-party/google-material; licencia Apache-2.0 y procedencia de familia documentadas","",""
"src/assets/third-party/google-material/icons/nodes/node_course.svg","b09a3ee7eef1c6664b80c3282f01398721967de66f9cc01d18f5bc389dd28019","Google Material Symbols verificado por trazados; Apache-2.0","https://raw.githubusercontent.com/google/material-design-icons/0cbb08816df07faaae3dca060d4ebb10b66c214f/symbols/web/school/materialsymbolsoutlined/school_48px.svg","1be914ee07999a7fc838e60d9a48febd59718ecf6bb0dfa50aaf06937f1fe4ff","height: 48 -> 48px; width: 48 -> 48px; fill: (ausente) -> #e3e3e3"
"src/assets/third-party/google-material/icons/nodes/node_image.svg","efa0c9d38dade01a86305d20d8f22f5b4a53f6ce3858b39e58c5b163b1d47c4f","Google Material Symbols verificado por trazados; Apache-2.0","https://raw.githubusercontent.com/google/material-design-icons/0cbb08816df07faaae3dca060d4ebb10b66c214f/symbols/web/image/materialsymbolsoutlined/image_48px.svg","8e9734bb6b674f7201a422d4aea7d920729bf149850bfa04c5f57eb16beb3d81","height: 48 -> 48px; width: 48 -> 48px; fill: (ausente) -> #e3e3e3"
