"path","category","evidence","production_evidence","sha256_current"
"src/assets/original/HIS/HIS.svg","A","Creacion propia confirmada por declaracion humana de Matias Escobedo para el conjunto HIS","No confirmado por cotejo de dist","37a3f4bbf1fffa3e3589b493510a8041718d0cd18e772d4b8564861be8a8b024"
"src/assets/original/HIS/HIS128px.png","A","Creacion propia confirmada por declaracion humana de Matias Escobedo para el conjunto HIS","No confirmado por cotejo de dist","56bc8610ed069da2ca96f89a98dbf3535aef074c33232935aa2ce70424359871"
"src/assets/original/HIS/HIS16px.png","A","Creacion propia confirmada por declaracion humana de Matias Escobedo para el conjunto HIS","No confirmado por cotejo de dist","e20f9eee13d0d5e8e4569e85c1ed79602dac02aa66d5e3010b0e42b8d02f34f1"
"src/assets/original/HIS/HIS24px.png","A","Creacion propia confirmada por declaracion humana de Matias Escobedo para el conjunto HIS","No confirmado por cotejo de dist","f8f82adab1956d4caf6b31d8b2d395ed033ee3dfb0f776689dca41996d693008"
"src/assets/original/HIS/HIS256px.png","A","Creacion propia confirmada por declaracion humana de Matias Escobedo para el conjunto HIS","No confirmado por cotejo de dist","bdcb58ca61f52a58c4bb0e4865ac998a8484584bc4aa69251eed646986313f4e"
"src/assets/original/HIS/HIS32px.png","A","Creacion propia confirmada por declaracion humana de Matias Escobedo para el conjunto HIS","No confirmado por cotejo de dist","551113c8a634245ba36a71bdd20cfe986bc9127b6ddb85c69ab31292953a3007"
"src/assets/original/HIS/HIS48px.png","A","Creacion propia confirmada por declaracion humana de Matias Escobedo para el conjunto HIS","No confirmado por cotejo de dist","030d3ebd4b1ef3a9c5f705db033f835de5d9e3e02c3a5bedf287098519d26318"
"src/assets/original/HIS/HIS64px.png","A","Creacion propia confirmada por declaracion humana de Matias Escobedo para el conjunto HIS","No confirmado por cotejo de dist","34f0193adb84d9e7663330680bfc627ac3eb3912ba34558c101b8aabc6235514"
"src/assets/original/HIS/HIS72px.png","A","Creacion propia confirmada por declaracion humana de Matias Escobedo para el conjunto HIS","No confirmado por cotejo de dist","759a0c44ad3a09f0a679da2701282c907990b2fb174b49be43605415f3eb3bcc"
"src/assets/original/HIS/HIS80px.png","A","Creacion propia confirmada por declaracion humana de Matias Escobedo para el conjunto HIS","No confirmado por cotejo de dist","759ac40e26941806d19d013a918070df5799be7054e19a321637b4f86fda7c4c"
"src/assets/original/HIS/HIS96px.png","A","Creacion propia confirmada por declaracion humana de Matias Escobedo para el conjunto HIS","No confirmado por cotejo de dist","341575110d550bab6eec779ece0d67d4cd45377e0c3b27c5b0d62bf84dd29ce0"
"src/assets/original/icons/HISFuture.ico","A","Grafico identificado con la marca HIS; creacion original declarada por Matias Escobedo; no prueba registro de marca","SI: archivo con hash en dist/assets","84c627ffc1a2dade67f68bd7ef33dfe23851c3449eba5d2d515585333ce99b2c"
"src/assets/original/icons/HISFuture.svg","A","Grafico identificado con la marca HIS; creacion original declarada por Matias Escobedo; no prueba registro de marca","SI: archivo con hash en dist/assets","f8c2fa7d6addbe9c92902ed381ee5f9e0f83f65a62ba4c5681b8398186554996"
"src/assets/original/HISFuture/HIS ICO128px.png","A","Creacion propia confirmada por declaracion humana de Matias Escobedo para el conjunto HISFuture","No confirmado por cotejo de dist","f11f600440d1f747a9a24f4cb13493ac06c5469cfb82c292f44cfeea312edcc5"
"src/assets/original/HISFuture/HIS ICO16px.png","A","Creacion propia confirmada por declaracion humana de Matias Escobedo para el conjunto HISFuture","No confirmado por cotejo de dist","b174f156cf26eff695160d42a02a8c51cffe9108c9bf44a3e9e846ae3f4fcc13"
"src/assets/original/HISFuture/HIS ICO24px.png","A","Creacion propia confirmada por declaracion humana de Matias Escobedo para el conjunto HISFuture","No confirmado por cotejo de dist","9977960e05470c0ff94360f4b912f61ed127b0528768e2e7783f199f3617a95d"
"src/assets/original/HISFuture/HIS ICO256px.png","A","Creacion propia confirmada por declaracion humana de Matias Escobedo para el conjunto HISFuture","No confirmado por cotejo de dist","59febc749d2085d15ea03d41dd658d68b061eb6273be62c8266a87f47e05a8c1"
"src/assets/original/HISFuture/HIS ICO32px.png","A","Creacion propia confirmada por declaracion humana de Matias Escobedo para el conjunto HISFuture","No confirmado por cotejo de dist","ac0414d62244b5038e01008554f5389ad0b9d28a29a73f5dfe805b6434cbe743"
"src/assets/original/HISFuture/HIS ICO48px.png","A","Creacion propia confirmada por declaracion humana de Matias Escobedo para el conjunto HISFuture","No confirmado por cotejo de dist","10eb87bac9d456ff58eeabdc2bda32e36d998aca30d595fdbc4ae5ed9729f40b"
"src/assets/original/HISFuture/HIS ICO64px.png","A","Creacion propia confirmada por declaracion humana de Matias Escobedo para el conjunto HISFuture","No confirmado por cotejo de dist","4fa515e759d18b524401c2067346d35093ba36c9979400086db2ada6756d2471"
"src/assets/original/HISFuture/HIS ICO72px.png","A","Creacion propia confirmada por declaracion humana de Matias Escobedo para el conjunto HISFuture","No confirmado por cotejo de dist","09fdd3e48b54555a5d5a05ff7f5e44497a0d7077e15dfe8555f18dc29c169313"
"src/assets/original/HISFuture/HIS ICO80px.png","A","Creacion propia confirmada por declaracion humana de Matias Escobedo para el conjunto HISFuture","No confirmado por cotejo de dist","5a38ccede249c00ba706b1d23042c9129267e387ebe234f310611fac265b7cc0"
"src/assets/original/HISFuture/HIS ICO96px.png","A","Creacion propia confirmada por declaracion humana de Matias Escobedo para el conjunto HISFuture","No confirmado por cotejo de dist","8be2b7fb7dd348241b2cae86b90aa1fe80fe82a4128ed50509c4812c237a3050"
"src/assets/original/icons/HISProject.ico","A","Creacion propia confirmada; Matias Escobedo","SI: include_bytes! en Rust para asociacion/exportacion de proyecto","d2a7aa47ca8bfbd2b8db9f947f496191aeeac6641df86692bbd96888acca7528"
"src/assets/third-party/google-material/icons/add_link.svg","B","Material Symbols verificado; Apache-2.0; aviso de modificacion insertado","No confirmado por cotejo de dist","15b9508f0649cbfac425557ec53b6602b98bf0640b8c9dc2eb1f746c891b2b44"
"src/assets/third-party/google-material/icons/add_video.svg","B","Material Symbols verificado; Apache-2.0; aviso de modificacion insertado","No confirmado por cotejo de dist","255784783a32061d43de242b7db46dbc0f0c1de549268e584c956c0fbe7f9691"
"src/assets/third-party/google-material/icons/arrow_close.svg","B","Google Material Symbols / Material Icons importado de Google; Apache-2.0; procedencia clasificada por carpeta; correspondencia individual no verificada","No confirmado por cotejo de dist","bb3e40a0db67d2746d89d43e2130aa30a80b17a66a69a52a8b5a2cdb8265d72f"
"src/assets/third-party/google-material/icons/arrow_open.svg","B","Google Material Symbols / Material Icons importado de Google; Apache-2.0; procedencia clasificada por carpeta; correspondencia individual no verificada","No confirmado por cotejo de dist","3435060bc93cbd4a6df353fb70b0c3e176b7c89b9cf7bce8243b2c3bc1ab4ae4"
"src/assets/third-party/google-material/icons/audio_capture.svg","B","Material Symbols verificado; Apache-2.0; aviso de modificacion insertado","No confirmado por cotejo de dist","5a57912348d0a036641622a41b20fb9b29b155bbbfe0d5d327855e5e03bdfb19"
"src/assets/third-party/google-material/icons/check_box.svg","B","Material Symbols verificado; Apache-2.0; aviso de modificacion insertado","No confirmado por cotejo de dist","e6048f1a7811a0968d4a533aa2297da664c3937c9987be65f709a0601b29afbc"
"src/assets/third-party/google-material/icons/check_box_outline.svg","B","Material Symbols verificado; Apache-2.0; aviso de modificacion insertado","No confirmado por cotejo de dist","f6306861fa93c5557a4b38ef0e9e5cb5e80810adc78151b0686f47e9dd7521c6"
"src/assets/third-party/google-material/icons/circle_add.svg","B","Material Symbols verificado; Apache-2.0; aviso de modificacion insertado","No confirmado por cotejo de dist","aa387e0f86844f69adb0c72cf06cb8a912769bf7ee1be11dba155b4e71e60676"
"src/assets/third-party/google-material/icons/classes_video.svg","B","Material Symbols verificado; Apache-2.0; aviso de modificacion insertado","No confirmado por cotejo de dist","552ce8891f1daa28b012f4cbf3adc4cd45c1719b0c66af6d8e71a395475e4635"
"src/assets/third-party/google-material/icons/classroom.svg","B","Material Symbols verificado; Apache-2.0; aviso de modificacion insertado","No confirmado por cotejo de dist","8ea3c3f17c08ec00d65bfd6908befd7a1522838725018856f100dac6b720a1e4"
"src/assets/third-party/google-material/icons/content.svg","B","Google Material Symbols / Material Icons importado de Google; Apache-2.0; procedencia clasificada por carpeta; correspondencia individual no verificada","SI: trazados presentes en SVG inline del JS/CSS","caece51254003e1a8d26c935ffaa302eff361dfa2717449633da97a0dc4480e2"
"src/assets/third-party/google-material/icons/create_folder_node.svg","B","Material Symbols verificado; Apache-2.0; aviso de modificacion insertado","No confirmado por cotejo de dist","141aecb18da96d0d7082191c6855b4b509ae9416112f401fcf539a7f4e9ce2ac"
"src/assets/third-party/google-material/icons/create_image_node.svg","B","Google Material Symbols / Material Icons importado de Google; Apache-2.0; procedencia clasificada por carpeta; correspondencia individual no verificada","SI: trazados presentes en SVG inline del JS/CSS","a579416f8628a1b67886dfad1a4d6347f9fb3c00e393b910f5a598413c3e6960"
"src/assets/third-party/google-material/icons/delete.svg","B","Material Symbols verificado; Apache-2.0; aviso de modificacion insertado","No confirmado por cotejo de dist","1e729ecbb4c23830f2ea9981083800c6b10f2b0c7680faccaee386a3b91b526c"
"src/assets/third-party/google-material/icons/delivered.svg","B","Google Material Symbols / Material Icons importado de Google; Apache-2.0; procedencia clasificada por carpeta; correspondencia individual no verificada","SI: trazados presentes en SVG inline del JS/CSS","805a203abdfbf024ef91b7ac6654f0185b70da60d3a95a57d345123be421d61c"
"src/assets/third-party/google-material/icons/deployed_code_history.svg","B","Google Material Symbols / Material Icons importado de Google; Apache-2.0; procedencia clasificada por carpeta; correspondencia individual no verificada","SI: trazados presentes en SVG inline del JS/CSS","20b61006009114ba406a7abd841ab9a4d66b57cfb04bb81ebe4a67c0a93538d1"
"src/assets/third-party/google-material/icons/download.svg","B","Material Symbols verificado; Apache-2.0; aviso de modificacion insertado","No confirmado por cotejo de dist","cbf52fbe3fba21302e626a9df76d6f63c9d800524312ea9b5afe33f27e7eae5d"
"src/assets/third-party/google-material/icons/draft.svg","B","Material Symbols verificado; Apache-2.0; aviso de modificacion insertado","No confirmado por cotejo de dist","08857eecfd2ea6a2fc861fef58826966bc25f79153d2abf976dbb5cf48d31eca"
"src/assets/third-party/google-material/icons/exit.svg","B","Google Material Symbols / Material Icons importado de Google; Apache-2.0; procedencia clasificada por carpeta; correspondencia individual no verificada","No confirmado por cotejo de dist","5e1a3145b357a483b82bdd92d2acd5775a8a1270ddee3db3dd4dcc523208d3fc"
"src/assets/third-party/google-material/icons/expired.svg","B","Google Material Symbols / Material Icons importado de Google; Apache-2.0; procedencia clasificada por carpeta; correspondencia individual no verificada","SI: trazados presentes en SVG inline del JS/CSS","3a7d3e11fd66235334b7b863427dcdc63ecc2d9ce14cf41c255191c5fb583f1d"
"src/assets/third-party/google-material/icons/extension.svg","B","Google Material Symbols / Material Icons importado de Google; Apache-2.0; procedencia clasificada por carpeta; correspondencia individual no verificada","SI: trazados presentes en SVG inline del JS/CSS","318f361c976ab22ab2f4eac8cebee00ebf2e02d4613f100c7bab89dff44ddf01"
"src/assets/third-party/google-material/icons/folder_active.svg","B","Material Symbols verificado; Apache-2.0; aviso de modificacion insertado","No confirmado por cotejo de dist","2f98aaf865d8af6e93d24e7fb0b3352ab486ab755722aefd6eaa28608b444589"
"src/assets/third-party/google-material/icons/folder_inactive.svg","B","Material Symbols verificado; Apache-2.0; aviso de modificacion insertado","No confirmado por cotejo de dist","75f293d42c773ade9a701f1995098eb580b3dcfd2ea31279094867caa28bafa5"
"src/assets/third-party/google-material/icons/general.svg","B","Material Symbols verificado; Apache-2.0; aviso de modificacion insertado","No confirmado por cotejo de dist","2b826f2171b39bacd25ef2d41da2a15a76ad88d17ec3329302ccdc2f5aca1ffc"
"src/assets/third-party/google-material/icons/link_1.svg","B","Material Symbols verificado; Apache-2.0; aviso de modificacion insertado","No confirmado por cotejo de dist","8cb2202f20f2f985d933b8e8bc9b0f11c1f4a6f4354a07b2dd321075022e8f32"
"src/assets/third-party/google-material/icons/link_2.svg","B","Material Symbols verificado; Apache-2.0; aviso de modificacion insertado","No confirmado por cotejo de dist","ed05cbe2c557f6357371a039bfa143230402ead26eb512111995c50d3c015c54"
"src/assets/modified/google-material/icons/lore_active.svg","B","Google Material Symbols / Material Icons; Apache-2.0; procedencia humana confirmada; modificacion visual por Matias Escobedo; glyph/version/revision upstream exacto no verificado","SI: trazado incorporado en dist/assets/index*.js por referencia CSS","afc05e498709e17687354e78957bb7e1c9ac096372d61fd95c05215a83734a4b"
"src/assets/third-party/google-material/icons/lore_inactive.svg","B","Material Symbols verificado; Apache-2.0; aviso de modificacion insertado","No confirmado por cotejo de dist","3fc68de18054e0993c7e03a1487d63d5dfdd6f330e22ae04ad0bec35b19248ef"
"src/assets/third-party/google-material/icons/material.svg","B","Material Symbols verificado; Apache-2.0; aviso de modificacion insertado","No confirmado por cotejo de dist","0f9a86c8cf8250638fac629b849808ef803909d701c246414cbe81694e642077"
"src/assets/third-party/google-material/icons/nodes/node_calendar.svg","B","Google Material Symbols / Material Icons importado de Google; Apache-2.0; procedencia clasificada por carpeta; correspondencia individual no verificada","SI: trazados presentes en SVG inline del JS/CSS","05e5a27f425d91d6d77dcdb64fc7c4c6932270456cda26151f36379da902093a"
"src/assets/third-party/google-material/icons/nodes/node_course.svg","B","Material Symbols verificado; Apache-2.0; aviso de modificacion insertado","No confirmado por cotejo de dist","b09a3ee7eef1c6664b80c3282f01398721967de66f9cc01d18f5bc389dd28019"
"src/assets/third-party/google-material/icons/nodes/node_image.svg","B","Material Symbols verificado; Apache-2.0; aviso de modificacion insertado","No confirmado por cotejo de dist","efa0c9d38dade01a86305d20d8f22f5b4a53f6ce3858b39e58c5b163b1d47c4f"
"src/assets/third-party/google-material/icons/nodes/node_page.svg","B","Google Material Symbols / Material Icons importado de Google; Apache-2.0; procedencia clasificada por carpeta; correspondencia individual no verificada","SI: trazados presentes en SVG inline del JS/CSS","a47295ed89a1fb9a66dbed1fb419f00be0dc8593d75838b843afdf8c73cb8914"
"src/assets/third-party/google-material/icons/nodes/node_pdf.svg","B","Material Symbols verificado; Apache-2.0; aviso de modificacion insertado","No confirmado por cotejo de dist","e80d45d3d5729dd7ade19b5dd4306e95de2af68164c4a1740c3c502ab6faa427"
"src/assets/third-party/google-material/icons/nodes/node_tempo.svg","B","Material Symbols verificado; Apache-2.0; aviso de modificacion insertado","No confirmado por cotejo de dist","1c3d3d4e4cdd32dd928885a6a55c638948936e6cf189ab6747536e7e2f5ea98f"
"src/assets/third-party/google-material/icons/nodes/node_video.svg","B","Google Material Symbols / Material Icons importado de Google; Apache-2.0; procedencia clasificada por carpeta; correspondencia individual no verificada","SI: trazados presentes en SVG inline del JS/CSS","9791efc028e7b5630372b549f47911a800ca2c775e1d57846e735612830cb308"
"src/assets/modified/google-material/icons/nodetype_active.svg","B","Google Material Symbols / Material Icons; Apache-2.0; procedencia humana confirmada; modificacion visual por Matias Escobedo; glyph/version/revision upstream exacto no verificado","SI: trazado incorporado en dist/assets/index*.js por referencia CSS","9ec64e63497aef50e38413180ca3214209c028cc19194ebd3db2b1b2705b6e32"
"src/assets/third-party/google-material/icons/nodetype_inactive.svg","B","Google Material Symbols / Material Icons importado de Google; Apache-2.0; procedencia clasificada por carpeta; correspondencia individual no verificada","SI: trazados presentes en SVG inline del JS/CSS","d3d24be9a59d0e0ea4a3dc122a9bdebbec612b6fc93349f1b9a981488c9b8748"
"src/assets/third-party/google-material/icons/play_arrow_256dp_E3E3E3_FILL0_wght400_GRAD0_opsz48.svg","B","Material Symbols verificado; Apache-2.0; aviso de modificacion insertado","No confirmado por cotejo de dist","cb968b178e507b6048baf9b2971041bf539ccc4fb844c31e60c8923ae97b9625"
"src/assets/third-party/google-material/icons/progress.svg","B","Google Material Symbols / Material Icons importado de Google; Apache-2.0; procedencia clasificada por carpeta; correspondencia individual no verificada","SI: trazados presentes en SVG inline del JS/CSS","cbc684395a827841cb6bb84af52d624fa8fc9b25b2f0e2fb2f77edfe7922ea41"
"src/assets/modified/google-material/icons/recent_active.svg","B","Google Material Symbols / Material Icons; Apache-2.0; procedencia humana confirmada; modificacion visual por Matias Escobedo; glyph/version/revision upstream exacto no verificado","SI: trazado incorporado en dist/assets/index*.js por referencia CSS","4796a5fe2bdd16c0dca53f1490c525dc56734bca2976f101db6b39f2f80d9357"
"src/assets/third-party/google-material/icons/recent_inactive.svg","B","Material Symbols verificado; Apache-2.0; aviso de modificacion insertado","No confirmado por cotejo de dist","6f73bf9a1503f59d9cbf868616528568f426ce0e3a20396124b9e7d0aa5950db"
"src/assets/third-party/google-material/icons/search.svg","B","Google Material Symbols / Material Icons importado de Google; Apache-2.0; procedencia clasificada por carpeta; correspondencia individual no verificada","SI: trazados presentes en SVG inline del JS/CSS","613ecaf4af89e661d79072a61ab60a494fe02d0e38f67676cbb4b2e928c5e569"
"src/assets/original/ui/settings.svg","A","Creacion propia confirmada por declaracion humana de Matias Escobedo","No confirmado por cotejo de dist","7eed0082dc347921ceb35d7c0424da0d57b8e2292be83754a0ab847d8ae9148e"
"src/assets/third-party/google-material/icons/sidebar.svg","B","Material Symbols verificado; Apache-2.0; aviso de modificacion insertado","No confirmado por cotejo de dist","0efb83e9177acf32c95a9689f571c26b30b1dcf048f736ff1d606698c33b9144"
"src/assets/third-party/google-material/icons/state.svg","B","Google Material Symbols / Material Icons importado de Google; Apache-2.0; procedencia clasificada por carpeta; correspondencia individual no verificada","SI: trazados presentes en SVG inline del JS/CSS","d0d9a98d97009942045961b5b740ae9f52256fe4ce4650c83117efe43ef2474c"
"src/assets/third-party/google-material/icons/storage.svg","B","Material Symbols verificado; Apache-2.0; aviso de modificacion insertado","No confirmado por cotejo de dist","2ad7f2e636934688e521c547f2414fd1f62445f90534561d50289c16d1f389c1"
"src/assets/third-party/google-material/icons/syllable.svg","B","Google Material Symbols / Material Icons importado de Google; Apache-2.0; procedencia clasificada por carpeta; correspondencia individual no verificada","SI: trazados presentes en SVG inline del JS/CSS","0eced2ea581000723b2b25c876a0195500721452c2144f506f6c99ee35f3cf8b"
"src/assets/third-party/google-material/icons/task.svg","B","Google Material Symbols / Material Icons importado de Google; Apache-2.0; procedencia clasificada por carpeta; correspondencia individual no verificada","SI: trazados presentes en SVG inline del JS/CSS","fc03c9bbca7d275607453757ea9754de607c7736af954df7b5043a36ffe70d3d"
"src/assets/third-party/google-material/icons/tooltip.svg","B","Google Material Symbols / Material Icons importado de Google; Apache-2.0; procedencia clasificada por carpeta; correspondencia individual no verificada","SI: trazados presentes en SVG inline del JS/CSS","2c5d748994e101850ba354c389166e3d56dfa3908c4caa9a0a1e4d4c1d5adf2c"
"src/assets/third-party/google-material/icons/trash_list.svg","B","Material Symbols verificado; Apache-2.0; aviso de modificacion insertado","No confirmado por cotejo de dist","d0eb40191aa7f556010a5519fa8657e02f4b5c7e25dda05877278e6525135e0a"
"src/assets/third-party/google-material/icons/undated.svg","B","Google Material Symbols / Material Icons importado de Google; Apache-2.0; procedencia clasificada por carpeta; correspondencia individual no verificada","SI: trazados presentes en SVG inline del JS/CSS","7dccf1ec9c39c5ba01acfa5ed249ec5bfff9d3cf5528a001cc8f409595214096"
"src/assets/react.svg","C","Logo de plantilla; no tiene referencias productivas","NO: sin importacion en src ni en dist/assets/*.js","35ef61ed53b323ae94a16a8ec659b3d0af3880698791133f23b084085ab1c2e5"
"src/assets/original/ui/Box.svg","A","Creacion propia confirmada por declaracion humana de Matias Escobedo para el conjunto UI de HIS","No confirmado por cotejo de dist","5beac37a4667915fd6fbbc73ec170556bd80282906d7687261bccf58f6491302"
"src/assets/original/ui/HIS_panel_1.svg","A","Creacion propia confirmada por declaracion humana de Matias Escobedo para el conjunto UI de HIS","No confirmado por cotejo de dist","6e8651806b7bb018786cdaa9bc5262bf7466defbf066a0263e2eb666e762725c"
"src/assets/original/ui/alter_box_1.svg","A","Creacion propia confirmada por declaracion humana de Matias Escobedo para el conjunto UI de HIS","No confirmado por cotejo de dist","b800127f11bbcb0abff29d6d418fd627e908c4052f2e211b2e798ace33dea7a3"
"src/assets/original/ui/asset_3_line.svg","A","Creacion propia confirmada por declaracion humana de Matias Escobedo para el conjunto UI de HIS","No confirmado por cotejo de dist","db01ab7aa98c7279502b18900ca7ee8eea7a057c38a1d224676e08d2f3b555da"
"src/assets/original/ui/create_project.svg","A","Creacion propia confirmada por declaracion humana de Matias Escobedo para el conjunto UI de HIS","No confirmado por cotejo de dist","6ef18c1e7d49b9d626a01b51238cf16bc73557caed1bfd85f7957b7ca9883c10"
"src/assets/original/ui/delete_button.svg","A","Creacion propia confirmada por declaracion humana de Matias Escobedo para el conjunto UI de HIS","No confirmado por cotejo de dist","7079645aa3ed33101d965f4f73d6900e5ac64eb8becf8d3957f6ed51567bb4a1"
"src/assets/original/ui/hisconverter_button.svg","A","Creacion propia confirmada por declaracion humana de Matias Escobedo para el conjunto UI de HIS","No confirmado por cotejo de dist","857833f7c2afdda757733c96dec6b63fad86017cc0ed4097a693e64f719798c9"
"src/assets/original/ui/import_project.svg","A","Creacion propia confirmada por declaracion humana de Matias Escobedo para el conjunto UI de HIS","No confirmado por cotejo de dist","d84ae5c97a76ee972e225d22a7dbae40c3b064fc8f045e171415ad223c599d0e"
"src/assets/original/ui/project_panel_background.svg","A","Creacion propia confirmada por declaracion humana de Matias Escobedo para el conjunto UI de HIS","No confirmado por cotejo de dist","d74dc1b613791d3879d28c8a447a97fb75d51cd307388cae3d154cc916905f29"
"src/assets/original/ui/project_panel_background_alter_1.svg","A","Creacion propia confirmada por declaracion humana de Matias Escobedo para el conjunto UI de HIS","No confirmado por cotejo de dist","70eb6e83e6519823b15a2402736f55c4751eac6fbac613d982e49d602ed4a09c"
"src/assets/original/ui/project_preview_circle.svg","A","Creacion propia confirmada por declaracion humana de Matias Escobedo para el conjunto UI de HIS","No confirmado por cotejo de dist","077fd79dfcb8d78322c5f1166c8adcdf43fa0a07d41fa0d41e253ba3d3c7657a"
"src/assets/original/ui/settings_button_1.svg","A","Creacion propia confirmada por declaracion humana de Matias Escobedo para el conjunto UI de HIS","No confirmado por cotejo de dist","52eb48f52981f4753bed2b15e10a395150e2aeb2c54018d22c7a72f971e77da4"
"src/assets/original/ui/template_one.png","A","Creacion propia confirmada por declaracion humana de Matias Escobedo para el conjunto UI de HIS","No confirmado por cotejo de dist","74a04d030ee2b28c54f2e7a395895303fb2e2fab92c72b03d84c732d83dde933"
"src/assets/original/ui/window_close.svg","A","Creacion propia confirmada por declaracion humana de Matias Escobedo para el conjunto UI de HIS","No confirmado por cotejo de dist","a392e0552b59e15fd7f135cec9c620a62a7042702f8ee1c688b8e114cee79270"
"src/assets/original/ui/window_maximize.svg","A","Creacion propia confirmada por declaracion humana de Matias Escobedo para el conjunto UI de HIS","No confirmado por cotejo de dist","430a10cbf4894a5f3bf25cdf52aa05efcc153cd6ac6147cb84f317a79fb8fa92"
"src/assets/original/ui/window_minimize.svg","A","Creacion propia confirmada por declaracion humana de Matias Escobedo para el conjunto UI de HIS","No confirmado por cotejo de dist","a2be1aba3ef2e2a754f53e64aee244ac95d3b560d9897bca5510060e1d86aa8d"
